user_id,birth_year,record_date,plan,attributes_notifications_marketing_push,attributes_notifications_marketing_email,num_contacts,num_referrals,num_successful_referrals
user_1766,1976,2019-02-19 13:58:39.368238,STANDARD,1.0,1.0,0,0,0
user_1767,1978,2019-02-23 20:57:39.957403,STANDARD,1.0,0.0,0,0,0
user_1768,1972,2019-02-22 09:01:46.105541,STANDARD,1.0,1.0,2,0,0
user_1769,1986,2019-02-28 11:58:15.433929,STANDARD,1.0,1.0,0,0,0
user_1770,1949,2019-02-06 23:46:51.562659,STANDARD,1.0,1.0,1,0,0
user_1771,1993,2019-02-17 21:43:26.864702,STANDARD,,,0,0,0
user_1772,1965,2019-02-11 08:40:51.478149,STANDARD,,,0,0,0
user_1773,1966,2019-02-06 03:59:09.546242,STANDARD,1.0,1.0,60,0,0
user_1774,1985,2019-02-08 01:09:25.258995,STANDARD,1.0,1.0,0,0,0
user_1775,2000,2019-02-09 13:38:15.027678,STANDARD,1.0,1.0,0,0,0
user_1776,1979,2019-02-15 18:48:45.048038,STANDARD,1.0,1.0,9,0,0
user_1777,1993,2019-02-22 08:39:07.689681,STANDARD,,,53,0,0
user_1778,1958,2019-02-25 05:46:43.972323,STANDARD,,,2,0,0
user_1779,1986,2019-02-09 07:36:09.436556,STANDARD,,,0,0,0
user_1780,1993,2019-02-26 07:09:48.665080,STANDARD,0.0,0.0,15,0,0
user_1781,1986,2019-03-01 21:18:20.421833,STANDARD,1.0,1.0,0,0,0
user_1782,1993,2019-02-06 09:32:27.622637,STANDARD,,,0,0,0
user_1783,1989,2019-03-01 03:58:28.807243,STANDARD,1.0,0.0,0,0,0
user_1784,1991,2019-03-02 06:00:41.706648,STANDARD,1.0,1.0,12,0,0
user_1785,1989,2019-02-28 04:15:44.535811,STANDARD,1.0,1.0,24,0,0
user_1786,1971,2019-03-01 20:26:54.784088,STANDARD,1.0,1.0,0,0,0
user_1787,1969,2019-02-21 06:19:20.713713,STANDARD,,,1,0,0
user_1788,1966,2019-02-18 17:29:47.114020,STANDARD,1.0,1.0,5,0,0
user_1789,1996,2019-02-14 09:00:43.691707,STANDARD,1.0,1.0,3,0,0
user_1790,1975,2019-02-02 06:04:07.293690,STANDARD,,,0,0,0
user_1791,1986,2019-02-27 03:33:02.783627,STANDARD,,,0,0,0
user_1792,1985,2019-02-17 15:28:10.891127,STANDARD,1.0,1.0,4,0,0
user_1793,1985,2019-03-03 11:56:44.105555,STANDARD,,,4,0,0
user_1794,1991,2019-02-27 10:15:13.933454,STANDARD,1.0,1.0,11,0,0
user_1795,1997,2019-02-05 18:43:23.235258,STANDARD,1.0,1.0,0,0,0
user_1796,1980,2019-03-01 22:00:06.105813,STANDARD,,,0,0,0
user_1797,1993,2019-02-18 15:23:45.199813,STANDARD,,,26,0,0
user_1798,1982,2019-03-01 07:15:08.473478,STANDARD,,,18,0,0
user_1799,1964,2019-02-19 21:32:55.764037,STANDARD,1.0,1.0,6,0,0
user_1800,1989,2019-02-28 09:42:08.569041,STANDARD,,,8,0,0
user_1801,1992,2019-02-04 16:56:18.148387,STANDARD,1.0,0.0,6,0,0
user_1802,1972,2019-02-07 11:55:14.807742,STANDARD,1.0,1.0,6,0,0
user_1803,1959,2019-02-09 05:37:05.854372,STANDARD,,,0,0,0
user_1804,1979,2019-02-28 09:28:10.510266,METAL,1.0,1.0,4,0,0
user_1805,1987,2019-02-24 14:33:36.200871,PREMIUM,1.0,1.0,107,0,0
user_1806,1990,2019-02-09 03:19:10.942759,STANDARD,1.0,1.0,21,0,0
user_1807,1991,2019-02-05 15:16:02.446557,STANDARD,,,0,0,0
user_1808,1982,2019-02-15 09:45:00.028664,STANDARD,1.0,1.0,0,0,0
user_1809,1985,2019-02-09 22:19:00.291716,STANDARD,,,2,0,0
user_1810,1971,2019-02-07 22:06:53.773516,STANDARD,,,10,0,0
user_1811,1988,2019-02-28 09:40:13.676050,STANDARD,,,3,0,0
user_1812,1992,2019-02-12 15:33:41.405431,STANDARD,,,20,0,0
user_1813,1980,2019-02-14 15:13:24.258678,STANDARD,1.0,1.0,21,0,0
user_1814,1992,2019-03-01 08:59:20.174774,STANDARD,1.0,1.0,11,0,0
user_1815,1995,2019-02-15 03:32:19.510332,STANDARD,1.0,1.0,0,0,0
user_1816,1989,2019-03-01 17:08:31.579996,STANDARD,1.0,1.0,17,0,0
user_1817,1990,2019-02-28 04:06:34.297089,STANDARD,1.0,1.0,0,0,0
user_1818,1980,2019-02-07 07:24:55.118022,STANDARD,,,0,0,0
user_1819,1996,2019-02-16 18:44:53.465541,STANDARD,1.0,1.0,12,0,0
user_1820,1987,2019-02-09 21:21:24.244375,STANDARD,,,9,0,0
user_1821,1957,2019-02-04 19:39:34.934211,STANDARD,1.0,0.0,0,0,0
user_1822,1970,2019-02-28 05:05:36.826067,STANDARD,1.0,1.0,2,0,0
user_1823,1974,2019-02-09 23:33:54.736951,STANDARD,,,1,0,0
user_1824,1993,2019-02-26 04:11:45.299159,STANDARD,,,11,0,0
user_1825,1981,2019-02-03 22:52:39.344719,STANDARD,,,21,0,0
user_1826,1967,2019-02-03 02:32:04.498787,STANDARD,,,0,0,0
user_1827,1984,2019-02-07 14:53:55.000394,STANDARD,1.0,1.0,5,0,0
user_1828,1975,2019-02-06 19:26:25.542273,STANDARD,1.0,1.0,0,0,0
user_1829,1990,2019-02-10 10:01:16.693552,STANDARD,,,0,0,0
user_1830,1986,2019-02-26 07:39:12.957201,STANDARD,,,8,0,0
user_1831,1965,2019-02-05 16:43:03.602986,STANDARD,1.0,1.0,8,0,0
user_1832,1965,2019-02-21 09:14:35.778867,STANDARD,,,0,0,0
user_1833,1973,2019-02-23 08:06:22.182399,STANDARD,1.0,1.0,1,0,0
user_1834,1980,2019-02-26 19:45:42.624646,STANDARD,,,13,0,0
user_1835,1990,2019-02-08 02:56:18.620178,STANDARD,,,28,0,0
user_1836,1988,2019-02-09 05:32:05.174376,STANDARD,1.0,1.0,5,0,0
user_1837,1962,2019-02-04 06:47:07.954988,STANDARD,,,0,0,0
user_1838,1989,2019-02-06 19:09:54.141716,STANDARD,1.0,0.0,8,0,0
user_1839,1980,2019-02-25 13:26:17.489034,STANDARD,1.0,1.0,97,0,0
user_1840,1992,2019-02-11 03:52:49.226056,STANDARD,,,12,0,0
user_1841,1988,2019-02-26 15:44:04.445868,STANDARD,1.0,1.0,24,0,0
user_1842,1985,2019-02-10 21:47:18.628421,STANDARD,1.0,1.0,0,0,0
user_1843,1986,2019-02-13 22:48:46.447956,STANDARD,1.0,1.0,0,0,0
user_1844,1982,2019-02-07 13:56:31.960256,STANDARD,1.0,1.0,13,0,0
user_1845,1986,2019-02-06 07:09:31.337860,STANDARD,,,54,0,0
user_1846,1991,2019-02-04 03:44:21.191839,STANDARD,1.0,0.0,4,0,0
user_1847,1993,2019-03-01 02:32:24.288993,STANDARD,1.0,1.0,13,0,0
user_1848,1982,2019-02-07 02:11:13.086281,STANDARD,1.0,0.0,150,0,0
user_1849,1994,2019-03-01 10:40:05.890538,STANDARD,,,0,0,0
user_1850,1985,2019-03-04 09:23:27.929801,STANDARD,,,0,0,0
user_1851,1977,2019-02-03 21:26:25.042131,STANDARD,,,4,0,0
user_1852,1961,2019-02-24 06:58:31.705277,STANDARD,1.0,1.0,3,0,0
user_1853,1961,2019-02-07 13:51:15.558261,STANDARD,0.0,1.0,159,0,0
user_1854,1982,2019-02-08 07:31:03.659441,STANDARD,,,0,0,0
user_1855,1989,2019-02-23 09:26:47.611373,STANDARD,,,5,0,0
user_1856,1998,2019-02-13 16:36:42.991244,STANDARD,,,0,0,0
user_1857,1995,2019-02-25 23:43:39.553983,STANDARD,,,15,0,0
user_1858,1987,2019-02-07 15:13:33.954811,STANDARD,1.0,1.0,9,0,0
user_1859,1989,2019-02-20 08:59:50.476660,STANDARD,1.0,1.0,22,0,0
user_1860,1991,2019-02-05 11:28:42.298692,STANDARD,,,29,0,0
user_1861,1945,2019-02-20 11:13:57.361413,STANDARD,,,0,0,0
user_1862,1981,2019-03-02 12:24:04.781087,STANDARD,1.0,1.0,13,0,0
user_1863,1992,2019-03-01 09:31:09.493994,STANDARD,1.0,1.0,0,0,0
user_1864,1983,2019-02-08 13:21:53.289030,STANDARD,1.0,1.0,0,0,0
user_1865,1993,2019-02-20 09:14:16.616774,STANDARD,1.0,1.0,11,0,0
user_1866,1998,2019-02-21 01:19:36.110306,STANDARD,,,0,0,0
user_1867,1979,2019-02-10 17:30:41.507385,STANDARD,1.0,1.0,2,0,0
user_1868,1971,2019-02-22 17:47:11.734441,STANDARD,1.0,1.0,0,0,0
user_1869,1978,2019-02-22 03:43:21.291150,STANDARD,1.0,1.0,31,0,0
user_1870,1989,2019-03-02 10:00:04.346926,STANDARD,1.0,1.0,9,0,0
user_1871,1995,2019-02-23 02:23:33.212048,STANDARD,,,43,0,0
user_1872,1975,2019-02-25 15:00:04.887148,STANDARD,1.0,1.0,0,0,0
user_1873,1984,2019-02-18 11:47:52.150708,STANDARD,1.0,1.0,14,0,0
user_1874,1976,2019-02-12 02:34:51.479573,STANDARD,1.0,1.0,8,0,0
user_1875,1953,2019-02-02 23:12:55.388126,STANDARD,,,0,0,0
user_1876,1968,2019-02-28 10:14:12.347963,STANDARD,1.0,1.0,6,0,0
user_1877,1987,2019-02-02 18:15:13.874561,STANDARD,1.0,1.0,1,0,0
user_1878,1975,2019-03-01 02:52:55.161924,STANDARD,,,11,0,0
user_1879,1981,2019-03-02 17:53:20.055137,STANDARD,,,5,0,0
user_1880,1995,2019-03-02 00:47:56.166446,STANDARD,,,0,0,0
user_1881,1984,2019-02-03 11:53:50.504978,STANDARD,,,14,0,0
user_1882,1981,2019-02-02 18:44:53.328753,STANDARD,,,7,0,0
user_1883,1979,2019-03-01 08:31:08.794560,STANDARD,,,161,0,0
user_1884,1999,2019-02-27 02:18:28.407131,PREMIUM,,,1,0,0
user_1885,1945,2019-02-04 07:52:29.054383,PREMIUM,,,0,0,0
user_1886,1983,2019-03-01 20:41:56.114203,STANDARD,0.0,0.0,0,0,0
user_1887,1971,2019-02-28 15:19:43.149464,STANDARD,,,1,0,0
user_1888,1986,2019-02-11 22:33:21.315159,STANDARD,,,0,0,0
user_1889,1980,2019-02-28 07:35:22.093251,STANDARD,,,16,0,0
user_1890,1995,2019-02-04 01:08:38.487721,STANDARD,1.0,0.0,0,0,0
user_1891,1994,2019-02-24 17:15:20.296717,STANDARD,,,43,0,0
user_1892,1961,2019-03-02 03:56:41.218119,STANDARD,1.0,1.0,3,0,0
user_1893,1987,2019-02-11 18:04:50.701164,STANDARD,1.0,1.0,0,0,0
user_1894,1987,2019-02-15 06:10:19.422552,STANDARD,1.0,1.0,5,0,0
user_1895,1988,2019-02-27 05:06:26.813802,STANDARD,1.0,1.0,3,0,0
user_1896,1990,2019-02-18 18:07:25.160240,STANDARD,1.0,1.0,8,0,0
user_1897,1977,2019-02-13 06:54:26.618397,PREMIUM,,,3,0,0
user_1898,1976,2019-02-22 10:24:36.444549,STANDARD,1.0,1.0,16,0,0
user_1899,1974,2019-02-26 16:55:58.227384,STANDARD,1.0,0.0,25,0,0
user_1900,1984,2019-02-28 22:14:27.074346,STANDARD,1.0,1.0,8,0,0
user_1901,1996,2019-02-13 07:57:29.103404,STANDARD,1.0,1.0,22,0,0
user_1902,1967,2019-02-05 08:24:13.848877,STANDARD,,,2,0,0
user_1903,1949,2019-03-01 05:30:13.905443,STANDARD,,,0,0,0
user_1904,1994,2019-02-14 09:26:20.029735,STANDARD,1.0,1.0,28,0,0
user_1905,1993,2019-02-02 05:29:37.477674,STANDARD,1.0,1.0,19,0,0
user_1906,1992,2019-02-28 20:14:26.548449,STANDARD,,,4,0,0
user_1907,1965,2019-02-08 17:22:02.339926,STANDARD,,,19,0,0
user_1908,1992,2019-02-12 06:53:23.345261,STANDARD,1.0,1.0,54,0,0
user_1909,1966,2019-02-12 22:00:44.897108,STANDARD,1.0,1.0,1,0,0
user_1910,1980,2019-02-27 02:50:20.545165,STANDARD,1.0,1.0,0,0,0
user_1911,1986,2019-03-02 02:53:46.715120,STANDARD,0.0,0.0,1,0,0
user_1912,1988,2019-02-14 11:15:50.706141,PREMIUM,1.0,1.0,17,0,0
user_1913,1989,2019-02-13 10:18:38.493246,STANDARD,1.0,1.0,23,0,0
user_1914,1973,2019-03-02 13:07:28.876750,STANDARD,1.0,1.0,9,0,0
user_1915,1990,2019-03-02 01:42:35.436922,STANDARD,1.0,1.0,0,0,0
user_1916,1998,2019-02-06 19:33:04.834966,STANDARD,1.0,1.0,0,0,0
user_1917,1996,2019-02-23 18:44:43.202721,STANDARD,,,0,0,0
user_1918,1985,2019-02-11 17:34:28.702959,STANDARD,1.0,1.0,0,0,0
user_1919,1991,2019-02-11 04:15:17.579312,STANDARD,,,0,0,0
user_1920,1984,2019-03-02 05:37:26.716979,STANDARD,,,0,0,0
user_1921,1991,2019-02-20 12:28:11.454808,STANDARD,,,29,0,0
user_1922,1990,2019-03-02 04:53:23.406814,STANDARD,,,0,0,0
user_1923,1996,2019-02-05 19:22:00.319503,STANDARD,1.0,1.0,5,0,0
user_1924,1992,2019-02-15 00:10:37.768499,STANDARD,1.0,0.0,0,0,0
user_1925,1979,2019-02-02 14:07:04.357142,STANDARD,1.0,0.0,6,0,0
user_1926,1986,2019-02-02 13:54:14.550804,STANDARD,,,19,0,0
user_1927,1986,2019-02-28 21:02:02.424493,STANDARD,,,75,0,0
user_1928,1987,2019-02-19 02:00:26.025691,STANDARD,1.0,1.0,0,0,0
user_1929,1949,2019-02-22 10:38:16.619070,STANDARD,,,0,0,0
user_1930,1984,2019-02-20 07:46:33.603790,STANDARD,,,1,0,0
user_1931,1991,2019-02-08 09:49:03.190937,STANDARD,,,22,0,0
user_1932,1970,2019-02-12 13:22:28.464377,STANDARD,1.0,1.0,0,0,0
user_1933,1977,2019-02-12 06:21:30.575812,STANDARD,1.0,1.0,19,0,0
user_1934,1980,2019-02-23 22:14:03.327962,STANDARD,1.0,1.0,49,0,0
user_1935,1992,2019-02-02 02:08:08.338990,STANDARD,1.0,1.0,36,0,0
user_1936,1999,2019-02-21 18:59:00.852290,STANDARD,,,0,0,0
user_1937,1984,2019-02-25 04:35:38.681440,STANDARD,1.0,1.0,10,0,0
user_1938,1989,2019-02-07 01:44:53.058616,STANDARD,,,0,0,0
user_1939,1986,2019-02-15 21:09:41.178556,STANDARD,1.0,1.0,10,0,0
user_1940,1991,2019-03-01 21:55:48.801836,STANDARD,,,11,0,0
user_1941,1987,2019-02-08 14:20:23.246997,STANDARD,,,0,0,0
user_1942,1958,2019-02-06 08:57:16.939277,STANDARD,,,0,0,0
user_1943,1999,2019-02-02 17:37:06.070212,STANDARD,,,1,0,0
user_1944,1996,2019-02-17 10:09:15.970979,STANDARD,1.0,1.0,0,0,0
user_1945,1976,2019-02-28 13:28:03.772321,STANDARD,,,0,0,0
user_1946,1973,2019-02-17 07:37:01.998522,STANDARD,1.0,1.0,0,0,0
user_1947,1991,2019-02-21 03:37:21.221947,STANDARD,,,0,0,0
user_1948,1978,2019-02-07 08:49:31.123600,STANDARD,,,2,0,0
user_1949,1986,2019-02-06 04:09:18.386076,STANDARD,,,1,0,0
user_1950,1997,2019-02-25 02:31:51.098260,PREMIUM,1.0,1.0,12,0,0
user_1951,1975,2019-02-21 09:21:50.748267,STANDARD,1.0,1.0,78,0,0
user_1952,1996,2019-02-11 19:04:35.469833,STANDARD,1.0,1.0,2,0,0
user_1953,1987,2019-03-01 00:38:32.063424,STANDARD,1.0,1.0,15,0,0
user_1954,1992,2019-03-01 12:47:19.124964,STANDARD,1.0,0.0,0,0,0
user_1955,1971,2019-02-08 00:36:37.336333,STANDARD,,,2,0,0
user_1956,1989,2019-02-20 12:32:07.534160,STANDARD,1.0,0.0,4,0,0
user_1957,1941,2019-02-04 01:13:52.423912,STANDARD,1.0,1.0,0,0,0
user_1958,1990,2019-02-24 19:54:02.233817,STANDARD,1.0,1.0,5,0,0
user_1959,1989,2019-02-04 07:57:20.277303,STANDARD,1.0,1.0,14,0,0
user_1960,1994,2019-02-05 10:42:42.730481,STANDARD,1.0,0.0,0,0,0
user_1961,1974,2019-02-28 12:39:35.194223,METAL,1.0,1.0,2,0,0
user_1962,1991,2019-02-20 03:07:58.827504,STANDARD,,,47,0,0
user_1963,1975,2019-02-01 21:56:07.428670,STANDARD,,,0,0,0
user_1964,1983,2019-02-19 02:51:32.756557,STANDARD,1.0,1.0,7,0,0
user_1965,1974,2019-02-06 22:17:51.783871,STANDARD,1.0,1.0,25,0,0
user_1966,1990,2019-02-26 12:52:24.519281,STANDARD,1.0,1.0,44,0,0
user_1967,1959,2019-02-26 14:44:19.512554,STANDARD,,,3,0,0
user_1968,1982,2019-02-12 04:19:42.199253,STANDARD,,,7,0,0
user_1969,1988,2019-03-01 04:34:15.236437,STANDARD,1.0,1.0,34,0,0
user_1970,1982,2019-02-10 00:51:19.423018,STANDARD,,,39,0,0
user_1971,1977,2019-02-24 16:53:40.121458,STANDARD,,,0,0,0
user_1972,1963,2019-02-24 23:22:01.190680,STANDARD,,,7,0,0
user_1973,1980,2019-02-06 05:27:01.838687,STANDARD,,,6,0,0
user_1974,1999,2019-02-03 17:55:15.232169,STANDARD,,,0,0,0
user_1975,1989,2019-02-03 02:00:38.126852,STANDARD,1.0,1.0,31,0,0
user_1976,1991,2019-02-04 12:27:24.089700,STANDARD,1.0,1.0,14,0,0
user_1977,1988,2019-02-22 19:05:04.171058,STANDARD,,,11,0,0
user_1978,1969,2019-02-12 03:14:26.624890,STANDARD,1.0,1.0,25,0,0
user_1979,1991,2019-02-19 21:21:00.950168,STANDARD,1.0,1.0,0,0,0
user_1980,1985,2019-02-18 23:25:52.150558,STANDARD,1.0,1.0,31,0,0
user_1981,1976,2019-02-23 10:17:13.991454,STANDARD,1.0,1.0,6,0,0
user_1982,1993,2019-02-11 12:40:08.410932,STANDARD,1.0,1.0,23,0,0
user_1983,1993,2019-02-23 03:29:52.014339,STANDARD,1.0,1.0,58,0,0
user_1984,1991,2019-02-25 10:25:59.199093,STANDARD,1.0,1.0,2,0,0
user_1985,1977,2019-03-01 17:24:33.933796,STANDARD,,,0,0,0
user_1986,1993,2019-02-19 17:50:30.076746,STANDARD,1.0,1.0,0,0,0
user_1987,2000,2019-02-15 05:08:47.540896,PREMIUM,1.0,1.0,15,0,0
user_1988,1986,2019-03-01 20:57:18.845293,STANDARD,,,36,0,0
user_1989,1992,2019-02-13 00:55:31.849603,STANDARD,1.0,1.0,8,0,0
user_1990,1971,2019-02-05 15:31:55.532471,STANDARD,1.0,1.0,0,0,0
user_1991,1996,2019-02-26 09:43:38.322617,STANDARD,,,13,0,0
user_1992,1990,2019-02-20 23:01:46.733958,STANDARD,1.0,1.0,3,0,0
user_1993,1994,2019-02-26 22:20:01.464795,STANDARD,1.0,1.0,45,0,0
user_1994,1989,2019-02-17 19:00:36.673817,STANDARD,1.0,1.0,70,0,0
user_1995,1959,2019-02-03 15:01:28.258738,STANDARD,,,0,0,0
user_1996,1992,2019-02-28 05:41:38.895711,STANDARD,,,0,0,0
user_1997,1985,2019-02-07 04:49:41.736999,METAL,1.0,1.0,14,0,0
user_1998,1981,2019-02-07 10:31:05.640852,STANDARD,1.0,0.0,0,0,0
user_1999,1983,2019-03-01 06:07:09.071815,STANDARD,1.0,1.0,30,0,0
user_2000,1995,2019-02-28 21:14:26.936866,METAL_FREE,1.0,1.0,119,0,0
user_2001,1993,2019-02-16 14:55:41.982374,STANDARD,,,0,0,0
user_2002,1992,2019-02-25 19:40:10.067431,STANDARD,,,32,0,0
user_2003,1987,2019-02-26 02:12:55.168798,STANDARD,,,4,0,0
user_2004,1983,2019-02-06 18:37:59.514855,STANDARD,1.0,1.0,1,0,0
user_2005,1987,2019-02-13 15:51:26.733013,STANDARD,1.0,1.0,46,0,0
user_2006,1985,2019-02-19 05:47:38.865025,STANDARD,,,0,0,0
user_2007,1995,2019-03-01 00:24:11.688795,STANDARD,1.0,1.0,27,0,0
user_2008,1988,2019-02-03 13:04:19.755848,PREMIUM,1.0,1.0,33,0,0
user_2009,1985,2019-02-12 17:54:23.050392,STANDARD,,,1,0,0
user_2010,1976,2019-02-02 10:52:22.729189,STANDARD,,,0,0,0
user_2011,1979,2019-03-02 02:33:26.266460,STANDARD,1.0,1.0,0,0,0
user_2012,1947,2019-02-15 05:46:48.751096,STANDARD,,,0,0,0
user_2013,1988,2019-02-17 03:39:51.245858,STANDARD,,,1,0,0
user_2014,1998,2019-02-14 14:12:14.614478,STANDARD,,,3,0,0
user_2015,1982,2019-03-01 04:47:28.952165,STANDARD,1.0,1.0,10,0,0
user_2016,1979,2019-02-22 16:20:20.551846,STANDARD,,,10,0,0
user_2017,1980,2019-02-03 02:32:31.489067,STANDARD,,,30,0,0
user_2019,1994,2019-02-22 03:09:03.805166,STANDARD,1.0,1.0,0,0,0
user_2020,1993,2019-02-21 22:22:19.321591,STANDARD,,,0,0,0
user_2020,1984,2019-02-04 11:57:36.319852,STANDARD,1.0,1.0,22,0,0
user_2021,1994,2019-02-07 10:23:44.895252,STANDARD,1.0,1.0,11,0,0
user_2022,1985,2019-02-05 10:51:01.553315,STANDARD,1.0,1.0,0,0,0
user_2023,1993,2019-02-07 06:32:02.231040,STANDARD,1.0,1.0,4,0,0
user_2024,1994,2019-02-27 22:00:53.208411,STANDARD,,,4,0,0
user_2025,1978,2019-02-08 08:40:03.362589,STANDARD,,,1,0,0
user_2026,1995,2019-03-01 02:16:28.704267,STANDARD,1.0,1.0,0,0,0
user_2027,1989,2019-02-07 10:04:27.279789,STANDARD,1.0,1.0,2,0,0
user_2028,1991,2019-02-28 08:00:36.309475,STANDARD,0.0,1.0,0,0,0
user_2029,1999,2019-02-03 10:17:35.001892,STANDARD,,,2,0,0
user_2030,1979,2019-02-22 21:18:40.844429,STANDARD,,,0,0,0
user_2031,1930,2019-02-28 02:17:54.454344,STANDARD,,,0,0,0
user_2032,1996,2019-02-20 14:30:29.511776,STANDARD,,,0,0,0
user_2033,1984,2019-02-14 05:03:01.372923,STANDARD,,,16,0,0
user_2034,1991,2019-02-19 18:45:52.249796,STANDARD,,,0,0,0
user_2035,1984,2019-03-01 02:33:30.360804,STANDARD,1.0,1.0,1,0,0
user_2036,1995,2019-02-23 23:36:48.292577,STANDARD,1.0,1.0,0,0,0
user_2037,1996,2019-03-01 16:17:21.276277,STANDARD,1.0,1.0,2,0,0
user_2038,1983,2019-02-26 02:08:12.364794,STANDARD,,,20,0,0
user_2039,1977,2019-02-23 09:28:09.280911,METAL,1.0,1.0,5,0,0
user_2040,1992,2019-02-26 10:59:25.517775,STANDARD,,,9,0,0
user_2041,1967,2019-02-23 13:01:39.717793,STANDARD,,,0,0,0
user_2042,1979,2019-02-27 17:09:15.718532,STANDARD,1.0,1.0,0,0,0
user_2043,1968,2019-02-23 20:50:00.822017,STANDARD,,,10,0,0
user_2044,1964,2019-02-12 15:20:32.617825,STANDARD,0.0,0.0,0,0,0
user_2045,1987,2019-02-10 13:46:46.820576,STANDARD,,,37,0,0
user_2046,1976,2019-02-04 09:52:25.350819,PREMIUM,1.0,1.0,0,0,0
user_2047,1995,2019-02-18 18:49:46.954086,STANDARD,1.0,1.0,12,0,0
user_2048,1979,2019-02-07 00:03:25.562284,STANDARD,1.0,1.0,0,0,0
user_2049,1964,2019-02-12 14:35:05.526840,STANDARD,,,0,0,0
user_2050,1971,2019-02-16 13:30:34.820043,STANDARD,,,0,0,0
user_2051,1988,2019-02-14 20:52:42.380377,STANDARD,,,0,0,0
user_2052,1968,2019-02-04 00:21:27.860018,STANDARD,,,0,0,0
user_2053,1986,2019-02-06 00:34:27.692549,METAL,1.0,1.0,43,0,0
user_2054,1991,2019-02-25 01:29:49.207586,STANDARD,,,3,0,0
user_2055,1985,2019-02-06 07:30:28.610422,STANDARD,1.0,1.0,16,0,0
user_2056,1989,2019-03-01 20:23:55.478788,PREMIUM,,,0,0,0
user_2057,1993,2019-02-22 22:03:17.473040,STANDARD,,,0,0,0
user_2058,1994,2019-02-20 08:29:51.273962,STANDARD,1.0,1.0,2,0,0
user_2059,1992,2019-02-11 04:18:03.464619,PREMIUM,1.0,1.0,8,0,0
user_2060,1959,2019-02-14 07:01:55.509556,STANDARD,,,28,0,0
user_2061,1956,2019-02-08 15:31:56.383983,PREMIUM,1.0,1.0,19,0,0
user_2062,1987,2019-02-07 07:40:49.206856,STANDARD,,,2,0,0
user_2063,1953,2019-02-13 22:22:46.934246,STANDARD,,,3,0,0
user_2064,1990,2019-02-27 17:39:00.757741,STANDARD,1.0,1.0,0,0,0
user_2065,1974,2019-02-27 23:17:10.753822,STANDARD,1.0,1.0,0,0,0
user_2066,1986,2019-03-01 03:47:32.921112,STANDARD,,,8,0,0
user_2067,1999,2019-02-27 18:25:04.111716,STANDARD,,,2,0,0
user_2068,1996,2019-02-25 02:04:26.334122,STANDARD,1.0,1.0,2,0,0
user_2069,1980,2019-02-06 18:37:22.015451,STANDARD,1.0,1.0,4,0,0
user_2070,1988,2019-02-14 08:27:51.611779,PREMIUM,1.0,1.0,97,0,0
user_2071,1978,2019-02-09 14:28:19.502302,METAL,1.0,1.0,9,0,0
user_2072,1992,2019-02-18 15:48:21.576821,STANDARD,,,4,0,0
user_2073,1985,2019-02-03 19:15:54.297256,STANDARD,1.0,1.0,12,0,0
user_2074,1988,2019-02-12 02:18:03.726490,STANDARD,1.0,1.0,28,0,0
user_2075,1981,2019-02-04 22:58:58.940481,STANDARD,,,0,0,0
user_2076,1984,2019-02-21 11:47:49.295454,STANDARD,1.0,1.0,1,0,0
user_2077,1973,2019-02-21 02:13:31.920724,STANDARD,1.0,1.0,11,0,0
user_2078,1996,2019-02-21 07:42:32.605015,STANDARD,1.0,0.0,10,0,0
user_2079,1988,2019-02-12 23:58:08.626460,STANDARD,1.0,1.0,10,0,0
user_2080,1995,2019-02-16 02:49:13.268088,STANDARD,,,7,0,0
user_2081,1987,2019-02-23 14:25:20.808104,STANDARD,1.0,1.0,5,0,0
user_2082,1987,2019-03-02 06:28:49.603579,STANDARD,,,19,0,0
user_2083,1988,2019-02-21 17:50:52.467476,STANDARD,1.0,1.0,5,0,0
user_2084,1984,2019-02-03 17:32:46.160367,STANDARD,1.0,1.0,6,0,0
user_2085,1989,2019-03-01 10:09:49.507066,STANDARD,,,0,0,0
user_2086,1987,2019-02-12 22:33:33.931384,STANDARD,,,0,0,0
user_2087,1992,2019-02-28 00:49:52.445650,STANDARD,1.0,1.0,10,0,0
user_2088,1990,2019-02-14 09:15:57.159479,STANDARD,1.0,0.0,2,0,0
user_2089,1992,2019-03-01 04:27:25.533636,STANDARD,1.0,1.0,4,0,0
user_2090,1985,2019-02-03 05:50:43.722356,STANDARD,1.0,1.0,0,0,0
user_2091,1987,2019-02-20 16:42:12.005250,STANDARD,1.0,1.0,88,0,0
user_2092,1985,2019-02-24 16:36:41.731102,STANDARD,1.0,1.0,0,0,0
user_2093,1988,2019-02-06 08:29:08.619634,STANDARD,,,5,0,0
user_2094,1985,2019-02-09 01:14:04.650104,STANDARD,,,16,0,0
user_2095,1965,2019-02-21 03:21:29.488730,STANDARD,1.0,1.0,1,0,0
user_2096,1990,2019-02-20 16:22:14.597341,STANDARD,1.0,1.0,0,0,0
user_2097,1984,2019-02-06 05:25:12.009476,PREMIUM,1.0,1.0,132,0,0
user_2098,1989,2019-02-06 19:25:30.682261,STANDARD,,,0,0,0
user_2099,1981,2019-02-10 03:10:48.650585,STANDARD,,,0,0,0
user_2100,1998,2019-02-08 16:39:56.947365,STANDARD,1.0,1.0,9,0,0
user_2101,1986,2019-02-07 02:28:21.776837,STANDARD,,,4,0,0
